Type,City,Country,Latitude,Longitude
destination charger,Mexicali,Mexico,32.666651,-115.46488
destination charger,伊東市,Japan,35.031359,139.096904
destination charger,Oberbozen,Italy,46.527668,11.40553
destination charger,Ratschings,Italy,46.86516,11.309547
destination charger,Deutschnofen,Italy,46.385112,11.529637
destination charger,Kangaroo Point,Australia,-27.473983,153.036461
destination charger,Oliver,Canada,49.102681,-119.546719
destination charger,Montreal,Canada,45.493146,-73.69994
destination charger,Dodge City,United States,37.754546,-100.021371
destination charger,Rockport,United States,28.056981,-97.041521
supercharger,Marlborough,United States,42.395459,-71.595021
destination charger,청주시 상당구,South Korea,36.684968,127.602554
destination charger,Baldivis,Australia,-32.333998,115.814559
destination charger,Vale de Janelas,Portugal,39.389773,-9.28788
destination charger,Trencin,Slovakia,48.899877,18.057141
destination charger,Eppan,Italy,46.49722,11.257701
destination charger,Sechelt,Canada,49.54563,-123.762702
destination charger,Merida,Mexico,21.000114,-89.572241
destination charger,Cd Apodaca,Mexico,25.785577,-100.13555
destination charger,Cancun,Mexico,21.107154,-86.763134
destination charger,Russenes,Norway,70.478106,25.065907
destination charger,Fai della Paganella,Italy,46.175693,11.064174
destination charger,Wetzlar,Germany,50.552178,8.509609
destination charger,Langenwang,Austria,47.56852,15.62037
destination charger,Bad Griesbach im Rottal,Germany,48.430031,13.185234
destination charger,Fiss,Austria,47.055879,10.622348
destination charger,Nashville,United States,36.152491,-86.784039
destination charger,Oravska Jasenica,Slovakia,49.391236,19.451018
destination charger,Grand Junction,United States,39.067617,-108.559657
destination charger,Novate Milanese,Italy,45.534511,9.123954
destination charger,Bardolino,Italy,45.55164,10.725531
destination charger,Besançon,France,47.240472,6.025936
supercharger,Hayward,United States,37.667211,-122.120366
supercharger,Forte dei Marmi,Italy,43.956416,10.194539
supercharger,Sudbury,Canada,46.440506,-81.004739
destination charger,Clermont-Ferrand,France,45.772971,3.080421
destination charger,Markham,Canada,43.853852,-79.335003
destination charger,St. Goar,Germany,50.153562,7.705422
supercharger,Flatonia,United States,29.697904,-97.099993
supercharger,Lone Tree,United States,39.562731,-104.873454
destination charger,萬里區,Taiwan,25.209825,121.643125
supercharger,Bismo,Norway,61.88317,8.267157
destination charger,Vancouver,Canada,49.28571,-123.123763
destination charger,Des Moines,United States,41.5904938,-93.6233432
destination charger,East Perth,Australia,-31.961482,115.871555
destination charger,Obergesteln,Switzerland,46.512103,8.325143
destination charger,Childers,Australia,-25.159415,152.258312
destination charger,Mutarnee,Australia,-18.947488,146.279516
destination charger,Miami,United States,25.7995,-80.253658
destination charger,Clearwater,United States,28.001879,-82.727794
destination charger,三峽區,Taiwan,24.917802,121.433527
destination charger,斗六市,Taiwan,23.707164,120.528954
destination charger,Gambier,United States,40.3764852,-82.3977988
destination charger,Huron,United States,41.4024268,-82.5918665
destination charger,Baden,Austria,48.010326,16.235063
destination charger,Kangaroo Island,Australia,-35.670294,137.07259
destination charger,Zaragoza,Spain,41.607358,-0.887926
destination charger,Lagundo / Algund,Italy,46.684139,11.134327
destination charger,Lana,Italy,46.591877,11.144185
destination charger,Mals,Italy,46.698468,10.510612
destination charger,Alma,United States,39.270961,-106.045926
destination charger,Castelfranco Veneto,Italy,45.678607,11.916439
destination charger,Leon,Mexico,21.158464,-101.702713
destination charger,Santa Cristina,Italy,46.55991,11.716389
destination charger,Augusta,United States,33.479143,-81.968019
supercharger,Strängnäs,Sweden,59.328044,17.016232
destination charger,Boca Raton,United States,26.316072,-80.075809
standard charger,Hong Kong,"Hong Kong S.A.R., China",22.280064,114.175446
supercharger,Springfield,United States,38.774366,-77.177538
destination charger,Horsham,Australia,-36.711207,142.203015
supercharger,Pollein,Italy,45.73745,7.371416
destination charger,Ann Arbor,United States,42.241166,-83.735175
destination charger,Beerwah,Australia,-26.835481,152.961237
supercharger,Châteauvillain,France,48.057341,4.959604
destination charger,SULDALSOSEN,Norway,59.494877,6.52703
destination charger,Steeg,Austria,47.253333,10.322358
supercharger,Mission Viejo,United States,33.557287,-117.668031
supercharger,Laytonville,United States,39.689252,-123.483306
standard charger,Taipa,"Macao S.A.R., China",22.155172,113.543471
destination charger,Schaumburg,United States,42.0413625,-88.0509415
destination charger,Gaerwen,United Kingdom,53.18761,-4.340583
supercharger,Rugtvedt,Norway,59.035933,9.67402
destination charger,Stemmen,Germany,53.222027,9.552847
destination charger,Volterra,Italy,43.453258,10.876345
destination charger,Atlanta,United States,33.876036,-84.304316
destination charger,Porto-Vecchio,France,41.600377,9.269668
destination charger,Zwettl,Austria,48.583293,15.149501
destination charger,Deleg. Miguel Hidalgo,Mexico,19.427433,-99.195326
destination charger,Bloomington,United States,44.858066,-93.236759
standard charger,Parsdorf,Germany,48.143511,11.781023
destination charger,Canberra,Australia,-35.30038,149.190198
destination charger,Whistler,Canada,50.114063,-122.957647
destination charger,Cathedral City,United States,33.780004,-116.469577
standard charger,North Aurora,United States,41.81609,-88.351972
destination charger,Calvi,France,42.537154,8.78582
destination charger,Asciano,Italy,43.237162,11.480266
destination charger,Millbrae,United States,37.609602,-122.401414
destination charger,Destin,United States,30.384931,-86.431025
destination charger,Jacksonville,United States,30.1927909,-81.7075297
destination charger,Breckenridge,United States,39.480486,-106.066908
destination charger,Lithia Springs,United States,33.7806816,-84.6097451
destination charger,Freshwater,Australia,-33.779139,151.291861
destination charger,Venabygd,Norway,61.671681,10.102525
destination charger,Auckland,New Zealand,-36.979381,174.768452
destination charger,McLaren Vale,Australia,-35.207548,138.542557
destination charger,Appiano Gentile,Italy,45.720216,8.953286
destination charger,Blyth,Canada,43.730625,-81.433429
supercharger,Hong Kong,"Hong Kong S.A.R., China",22.27704,114.164391
supercharger,Atlanta,United States,33.79382,-84.39713
standard charger,Oslo,Norway,59.91858,10.733902
destination charger,New York,United States,40.78098,-73.951145
destination charger,Hamptonville,United States,36.096502,-80.85126
supercharger,St. Louis Park,United States,44.936292,-93.348112
standard charger,Løkken,Denmark,57.372654,9.714259
destination charger,Heber Springs,United States,35.5177645,-91.9564417
supercharger,Ocala,United States,29.140981,-82.193938
supercharger,Churra,Spain,38.038172,-1.149343
supercharger,Chilpancingo,Mexico,17.514723,-99.482739
supercharger,Morano Calabro,Italy,39.875989,16.065094
supercharger,Lincoln,United States,44.042484,-71.66745
destination charger,Little Rock,United States,34.677546,-92.32246
standard charger,Levice,Slovakia,48.212881,18.613449
destination charger,Kleinkarlbach,Germany,49.540596,8.149149
destination charger,Mangere,New Zealand,-36.971207,174.786078
destination charger,New Prague,United States,44.544042,-93.558248
destination charger,Al Nakheel,United Arab Emirates,25.417764,55.439418
destination charger,Puebla,Mexico,19.045347,-98.189087
destination charger,Le Haillan,France,44.867993,-0.669918
destination charger,Lindau-Bodolz,Germany,47.567406,9.672806
destination charger,Nes på Hedmark,Norway,60.765952,10.903733
supercharger,Nossen,Germany,51.08246,13.274088
destination charger,Astoria,United States,40.762502,-73.924507
supercharger,Villa Hidalgo,Mexico,22.520146,-100.663805
destination charger,Bonifacio,France,41.387766,9.168133
destination charger,Liège,Belgium,50.632806,5.579074
destination charger,Levico Terme,Italy,46.015442,11.295516
supercharger,Brattleboro,United States,42.838443,-72.565798
supercharger,San Marcos,United States,29.827707,-97.979685
destination charger,Newbury,United Kingdom,51.464135,-1.345669
destination charger,Chichester,United Kingdom,50.923853,-0.823455
destination charger,Beverly Hills,United States,34.0817921,-118.4133993
destination charger,Beaver Creek,United States,39.604825,-106.515487
destination charger,Mammoth Lakes,United States,37.651321,-118.986123
destination charger,"Ferrel, Peniche",Portugal,39.362834,-9.336068
destination charger,Ruoms,France,44.445334,4.367047
destination charger,Arlington,United States,48.214249,-122.184142
destination charger,Richmond,United States,37.48132,-77.555591
destination charger,Binghamton,United States,42.103321,-75.893754
destination charger,Seebad Ueckermunde,Germany,53.736613,14.120793
supercharger,Strasburg,United States,39.00496,-78.337848
destination charger,Cancun,Mexico,21.137013,-86.827448
destination charger,Ramsau,Austria,47.407023,13.633369
destination charger,Miami Beach,United States,25.824902,-80.121682
destination charger,Casale Monferrato,Italy,45.154348,8.447273
destination charger,Osen,Norway,61.256762,11.670826
destination charger,Toluca de Lerdo,Mexico,19.365868,-99.557462
destination charger,Lezzeno,Italy,45.945223,9.186917
destination charger,Brooklyn,United States,40.6732353,-73.9862323
supercharger,Kennebunk,United States,43.4095,-70.558523
standard charger,Wigginton,United Kingdom,51.770056,-0.629643
standard charger,Hampshire,United Kingdom,51.064152,-0.835497
supercharger,Skellefteå,Sweden,64.76235,21.002864
supercharger,Little Rock,United States,34.6614,-92.41031
destination charger,Bolivar,United States,37.5938874,-93.4057513
destination charger,Graeagle,United States,39.723118,-120.662973
destination charger,Garmisch-Partenkirchen,Germany,47.490142,11.088748
destination charger,Sierksdorf,Germany,54.073748,10.778055
destination charger,Arendsee,Germany,52.868465,11.438705
destination charger,Drobollach,Austria,46.586523,13.925681
destination charger,Freeport,United States,43.865585,-70.099966
destination charger,Dubai,United Arab Emirates,25.248907,55.347345
destination charger,Sutton Coldfield,United Kingdom,52.543744,-1.707447
destination charger,Kaslo,Canada,49.912398,-116.905263
destination charger,Baysville,Canada,45.15212,-79.111087
destination charger,Mt Sterling,United States,38.0754255,-83.9515045
destination charger,Healdsburg,United States,38.589818,-122.837842
destination charger,Delray Beach,United States,26.461198,-80.061232
destination charger,Punta Mita,Mexico,20.768119,-105.536245
destination charger,Flatdal,Norway,59.5704039,8.5475577
destination charger,Upper Sheringham,United Kingdom,52.931584,1.185421
destination charger,San Antonio,United States,29.473895,-98.462295
destination charger,"Finisterre,",Spain,42.88314,-9.271944
destination charger,Marbella,Spain,36.507886,-4.916903
destination charger,Madonna di Campiglio,Italy,46.225356,10.826644
destination charger,White Sulphur Springs,United States,37.786041,-80.307948
destination charger,Södertälje,Sweden,59.172532,17.526634
destination charger,Cleveland,Australia,-27.525551,153.268654
destination charger,Burnsville,United States,44.723766,-93.285055
supercharger,Erie,United States,42.049602,-80.086345
destination charger,Kaprun,Austria,47.269435,12.754842
supercharger,Gettysburg,United States,39.843995,-77.198628
standard charger,Boulogne sur Mer,France,50.723681,1.60973
destination charger,Schwaz,Austria,47.347217,11.707369
destination charger,Eben am Achensee,Austria,47.421431,11.751591
supercharger,Châteauvillain,France,48.057681,4.96061
destination charger,Builth Wells,United Kingdom,52.145899,-3.419994
supercharger,Ashland,United States,43.69811,-71.640125
destination charger,Nibionno,Italy,45.748031,9.272559
destination charger,Sørumsand,Norway,59.986326,11.24584
destination charger,Williamstown,Australia,-37.864451,144.896557
destination charger,Queensbury,United States,43.348898,-73.6888298
destination charger,"North Killingholme, Immingham",United Kingdom,53.639621,-0.269843
supercharger,Manhattan Beach,United States,33.9013,-118.3938
destination charger,Earlville,Australia,-16.944209,145.740401
destination charger,Burlington,Canada,43.289542,-79.875282
standard charger,East Melbourne,Australia,-37.81571,144.98329
destination charger,Oberkirch,Germany,48.508671,8.090754
destination charger,Marchtrenk,Austria,48.191003,14.120802
destination charger,동해시,South Korea,37.48490222,129.1123029
supercharger,Ramos Arizpe,Mexico,25.613459,-100.846877
destination charger,Zell am See,Austria,47.321797,12.79588
supercharger,Limon,United States,39.26937369,-103.7087172
destination charger,Warrnambool,Australia,-38.382128,142.484921
destination charger,Sasbach,Germany,48.63796,8.113417
destination charger,Coronado,United States,32.680535,-117.177638
destination charger,Rawdon,Canada,46.042271,-73.706638
destination charger,Humble,United States,29.999578,-95.196049
destination charger,Truckee,United States,39.281445,-120.119807
destination charger,Bay City,United States,28.98298,-95.984724
destination charger,Bad Fuessing,Germany,48.350111,13.321457
destination charger,Vogt,Germany,47.775341,9.76604
destination charger,Saint-Pierre-Canivet,France,48.920311,-0.244161
destination charger,Champfier,Switzerland,46.479749,9.813881
destination charger,Caen,France,49.184813,-0.356198
destination charger,Coral Springs,United States,26.261331,-80.264953
destination charger,Arluno,Italy,45.519415,8.927393
destination charger,Fair Oaks,United States,41.0095547,-87.2772904
